` We just got ta have a red headed Afrotino-Asian albino autistic Branch Davidian hermaphrodite on the Avengers! d';``,P,V,R,J ,name,V,J ,CL,N,J,N ,name,N,N,N,EXCL,'';5,2,3,1,1,1,0,1,0,2,0;1
time to call hoes;N,N ,name,N ,name;3,0,0,0,0,0,0,0,0,2,0;1
"fuck twitter i paint getting on this bitch no more& 9996;& 65039;& 128545;& 128299;";J ,sw ,n,N,N,V,N ,sw ,n,CC,CD,:,CC,CD,:,CC,CD,:,CC,CD,:;3,1,1,0,0,0,0,0,2,0,2;1
U coons watching love and hip hop ai n't you;N,N,V,N ,name,N,N,V,R;5,2,0,0,1,0,0,0,0,1,0;1
my internet paint get transfered yet pussy;N,N,N,V,R,J ,sw;3,1,1,0,1,0,0,0,1,0,0;1
"I think I mm addicted to naked picturetures and sitting taking bout bitches that we almost had& 128517;";P,V,P,V,V,J,N,V,V,N,N ,sw ,n,R,CC,CD,:;3,5,1,2,1,0,0,0,1,0,1;1
"` You do n't like us colored folks, what the he all you are not colored you white fucks d'& 128514;& 128514;& 128514;& 128514;";``,P,R,V,P,J,N,,,V,J ,name,N ,sw,P,CC,CD,:,CC,CD,:,CC,CD,:,CC,CD,:;2,2,2,3,1,0,0,0,1,1,0;1
International law enforcement operation disrupts Shylock banking aware- PCWorl< d:> International law enforce p.;N,N ,name,N,N,N,N,N,J,N ,CL,N,:,CC,N,N ,name,N,N,.;13,0,1,0,0,0,0,1,0,2,0;2
my rapper name would be nigger;N,N,MD,V ,sw ,n;2,1,0,0,0,0,0,0,1,0,1;1
bitch I mm Gretchen weiner I do what I want;N ,sw ,n,P,V,N ,name,N ,name,P,P,V;3,2,0,3,0,0,0,0,1,2,1;1
"ago I jus had a mini heart attack behind the wheel..north Philly n fire crackers do n't mix& 128553;& 128553;& 128514;& 128514; I& 8230;";R,P,V,J ,name,N,N,IN,N,N ,name,J,N,N,R,V,CC,CD,:,CC,CD,:,CC,CD,:,CC,CD,:,P,CC,CD,:;6,2,2,2,2,0,0,0,0,2,0;2
Camels, ostriches and zebras! See you at the races! VC Camel Races;N,,,N,V,EXCL,V ,name,N,EXCL,N ,CL,N ,name,N;6,2,0,0,0,2,0,1,0,2,0;2
drink now know thats not true;N,V,N,J ,name;2,1,1,0,0,0,0,0,0,1,0;2
I done hit bout 6 threes out this bitch;P,V,V,R,CD,N,V ,sw ,n;1,3,0,1,1,0,0,0,1,0,1;1
I do n't own any Onslaught on Vinyl I may have to get one now. Their new Lp is available in army green coloured vinyl;P,R,V,N,P,MD ,name,V,CD,.,P,J ,name,N,J,N,N ,name,V,N;5,3,2,3,1,0,0,0,0,3,0;2
Fizz a whole hoe butcher see would of been walking;N,J,N,N ,name,N ,name,MD,V;4,1,1,0,0,0,0,0,0,2,0;1
I would jus told skylark one night they I got a flight in the morning p. you wit it or nah' while text my brazilian bitch;P,MD,V,V,N,CD,N,P,V,N ,name,N,N,N ,name,N,'',J,J,N ,sw ,n;8,3,2,2,0,0,0,0,1,2,1;1
so does my juicy pussy;N,N ,sw;2,0,0,0,0,0,0,0,1,0,0;1
"cases bitch cases! I wonder if penny passed& 128514;";N,V ,sw ,n,N,EXCL,P,V,N ,name,V,CC,CD,:;3,3,0,1,0,1,0,0,1,1,1;1
If a cute bitch fucks with a lame nigra she automatically becomes 10 times less attractive in my eyes;IN,J,N ,sw ,n,N ,sw,V,R,R,V,CD,N,R,J,N;4,2,2,0,3,0,0,0,2,0,1;1
saltman you pussy;J,N ,sw;1,0,1,0,0,0,0,0,1,0,0;1
Suck my dick so good I mm like god dam you dirthank you bitch;N,N ,sw ,n,N ,name,P,V,IN,N ,sw,N ,name,N,N ,sw ,n;7,1,0,1,0,0,0,0,3,2,2;1
"& 8220; Bitches love throwing that irrelevant shade& 9995;& 128553; go sit lil bitch.& 8221;& 128175;& 128175;& 128175;";CC,CD,:,N ,sw ,n,IN ,name,V,J,N,CC,CD,:,CC,CD,:,V,N,N ,name,N ,n,CC,CD,:,CC,CD,:,CC,CD,:,CC,CD,:;5,2,1,0,0,0,0,0,1,2,2;1
I swear, new bitches here me rap and its a WRAP!!;P,V,,,J ,name,N ,sw ,n,V ,name,N ,CL,EXCL,EXCL;2,2,1,1,0,2,0,1,1,2,1;1
I promise, the last thing you wan na do is be a bitch to my sister in front of me. Do n't poke the lion p.;P,V,,,J,N,V ,name,J ,name,N ,sw ,n,N,N,.,V,R,V,N ,name,N,.;6,4,2,1,1,0,0,0,1,3,1;1
"purple& amp; pink p. for the faggots who want to be protected p. by the police, instead of BEARING ARMS if need be!";N,CC,N,:,CC,V,N ,n,V,V,J,N,,,R,N ,CL,N ,CL,N,EXCL;7,3,1,0,1,1,0,2,0,0,1;0
Pm isyouuse any of the words I use( ex. swig, pm, did, nid) we are dating;N,N,N,P,V,(,FW,.,N,,,N,,,,,R,),V;5,2,0,1,1,0,0,0,0,0,0;2
call out bitch;N ,name,N ,sw ,n;2,0,0,0,0,0,0,0,1,1,1;1
"okyouhav gun. I love you and you are my superior at fighting games and you probablyably get more bitches too. peace& 9996;";J,N ,name,.,P,V ,name,J,V,N,R,V,N ,sw ,n,.,N ,name,CC,CD,:;4,3,2,1,1,0,0,0,1,3,1;1
"Le brown does n't turn 30 til december. he made 5 trips faster than kobe shah mike or bird. he all be back ya act like hes retiring& 8230;";N ,name,V ,name,R,V,CD,J,N ,name,.,V,CD,N,R,N ,name,N ,name,IN ,name,N ,name,.,R,J,N,IN,N,V,CC,CD,:;8,4,2,0,3,0,0,0,0,7,0;2
This old bitch with floppy tits riding on the elevator with me is nerving so bad;DT,J ,name,N ,sw ,n,J,N ,sw,V,N,N,J ,n;4,1,3,0,0,0,0,0,2,1,2;1
"Fuck is all saying bitch ma -4567 love me& 128076;";N ,sw ,n,V,N ,sw ,n,N,N ,name,CC,CD,:;4,1,0,0,0,0,0,0,2,1,2;1
"Charlie Rangel should apologize to tea pathan you members. I all set up meetings so he can explain his outrageous comments.& 8230;";N ,name,N ,name,V,N,J,N,.,P,V,N,V,J,N,CC,CD,:;6,3,2,1,0,0,0,0,0,2,0;2
its time. amend with amendment it was written to protect newly freed ex slaves. Its lived its purpose. time to end anchor baby loophole;N,.,V ,name,N,V,V,R,V ,name,J,N,.,P,J,N,.,N,N ,name,N,N,N;9,4,2,1,1,0,0,0,0,3,0;2
Good day, hankies. p. I said GOOD DAY! p. hankies.;J ,name,N ,name,,,N,.,N,P,V,J ,CL ,name,N ,CL ,name,EXCL,N,N,.;6,1,2,1,0,1,0,2,0,4,0;2
You can roll? And what you got to eat? Barter system my nig!;P,V,QUE,CC,V,R,QUE,N,N,N,EXCL;3,2,0,1,1,1,2,0,0,0,0;1
My tbt I learn the English from that jabrotherni big bird but I break his fucking neck;P ,name,N,P,V,J ,name,N,J,N ,name,P,V,V ,sw,N;4,3,2,3,0,0,0,0,1,3,0;1
I wish I never met that bitch brother on god;P,V,P,R,V,N ,sw ,n,N,N ,sw;3,2,0,2,1,0,0,0,2,0,1;1
Pissed in shower, now checking for yellow legs.;V ,sw ,n,N,,,V,J,N,.;2,2,1,0,0,0,0,0,1,0,1;1
"I know cunt nugget& 128514;& 128514;";P,V,N ,sw,N,CC,CD,:,CC,CD,:;2,1,0,1,0,0,0,0,1,0,0;1
"& 8220; All These hoes soon average& 128553;& 128533;& 8221; of course";CC,CD,:,P,DT,N ,name,R,V,CC,CD,:,CC,CD,:,CC,CD,:,N;2,1,0,1,1,0,0,0,0,1,0;1
I see the same hoes;P,V ,name,N ,name;1,1,0,1,0,0,0,0,0,2,0;1
"A nigra can like ONE picture& amp; youbitches:` so to _____ showing LOVE d' p.. Bitch kill yosef";DT,N,IN,CD ,CL,N,CC,N,:,N,:,``,V,V,N ,CL ,name,P,N,N ,sw ,n,N ,n,N;9,2,0,1,0,0,0,2,1,1,2;1
I just roasted a hoe;P,V,N;1,1,0,1,0,0,0,0,0,0,0;1
Look at that bitch way over there stalking my twitter;N,J ,sw ,n,N ,name,V,N;3,1,1,0,0,0,0,0,1,1,1;1
` bitch nigra miss me with it`;``,N ,sw ,n,N,N,N;4,0,0,0,0,0,0,0,1,0,1;1
Im only cocky to hoes hmmm i wonder why polly because i dont fuck wit all;N ,name,N,N ,name,V,R,R ,name,J,N ,sw ,n,N ,name;5,1,1,0,2,0,0,0,1,4,1;1
life paint shit but bitches and money, i passed that weed like i studied;N,N,N ,sw ,n,N ,sw ,n,N,,,V,N ,name,IN,V;6,2,0,0,0,0,0,0,2,1,2;1
Gave a homeless guy a couple bucks today and did n't even say thank you, just walked away Ha okay!! ungrateful son of a bitch.;N,N,N ,name,N,N,N,R,R ,name,V ,name,N,,,V,R,N ,name,N,EXCL,EXCL,J,N ,name,N ,sw ,n,.;11,2,1,0,3,2,0,0,1,5,1;1
"Crew of women hillbillies& amp; gangsters withe director ItsAWRAP& 9992;& 65039;& 127916;& 127909;";N,N,V,CC,N,:,N,V,N,N ,CL,CC,CD,:,CC,CD,:,CC,CD,:,CC,CD,:;6,2,0,0,0,0,0,1,0,0,0;2
deal police are some hoes p.;N,N,N ,name,N,.;4,0,0,0,0,0,0,0,0,1,0;1
bitchyou1;N;1,0,0,0,0,0,0,0,0,0,0;1
You bitch. Come on you bitch. You scared coward, you not man enough to fuck with me. You ca n't last two minutes in my world bitch.;P,V ,sw ,n,.,N,N ,sw ,n,.,P,V,N ,name,,,N ,name,J,N ,sw ,n,.,P,MD,R,J,CD,N,N,N ,sw ,n,.;8,2,2,3,1,0,0,0,4,2,4;1
I love pussy;P,V ,name,N ,sw;1,1,0,1,0,0,0,0,1,1,0;1
I fucked the shit out yo bitch yesterday til she could n't stand straight she called me earlier asking could she come and get a replay;P,V ,sw ,n,J ,sw ,n,N,N ,sw ,n,N,N,MD,R,V,R,V,R,V,MD,V,V,N;5,6,1,1,3,0,0,0,3,0,3;1
If I can eat some random bitches ass I can eat iggy is asset randomthought randomthot shitiwouldneverdo;IN,P,V,J,N ,sw ,n,V ,sw ,n,P,V,J ,name,N,N,N,N;5,3,2,2,0,0,0,0,2,1,2;1
bitch what?;N ,sw ,n,QUE;1,0,0,0,0,0,1,0,1,0,1;1
I huh to lick the middle like an ore;P,V,J,N ,name,IN,N;2,1,1,1,0,0,0,0,0,1,0;2
one fly ass bitch;CD,N,N ,sw ,n,N ,sw ,n;3,0,0,0,0,0,0,0,2,0,2;1
This hoe got a girlfriend but complain about life like is she hitting you right?;DT,N,V,J,J,N,IN,V,R,QUE;2,2,2,0,1,0,1,0,0,0,0;1
They trying hoe Geno TD throw;P,V,N,N ,name,N ,CL,N;4,1,0,1,0,0,0,1,0,1,0;1
thats what i call it too!! Lol its beyond ghetto shaking my head but manyouneeda quit playing and come back;N,V ,name,EXCL,EXCL,N,IN,N,V,N ,name,N,N,V,V,R;6,4,0,0,1,2,0,0,0,2,0;1
you were there bitch laughing out loud;N ,sw ,n,V,N;2,1,0,0,0,0,0,0,1,0,1;1
"wow both the babes& amp;.& 128571;& 128571; love the sexy bitches!! befriend babe& 8230;";N,N,CC,N,:,.,CC,CD,:,CC,CD,:,V ,name,J,N ,sw ,n,EXCL,EXCL,N,N,CC,CD,:;6,1,1,0,0,2,0,0,1,1,1;1
city field bitches;N,N ,name,N ,sw ,n;3,0,0,0,0,0,0,0,1,1,1;1
days howyoudrop it dum ho ask about me b4 yu jump on my dick ho or reed about me yu cluck ass that;N,V,J,N ,name,N,N,N,N ,name,N ,sw ,n,N ,name,V ,name,J,N,N ,sw ,n;10,2,2,0,0,0,0,0,2,4,2;1
Bad bitch, chest out p. p. no wonder why Miss Righteous keeps on getting left out;N ,n,N ,sw ,n,,,V,N,N,V,N,N,V,V,V;6,5,0,0,0,0,0,0,1,0,2;1
I roll up to a bitch an dey like;P,V,R ,sw ,n,N ,name,IN;1,1,0,1,1,0,0,0,1,1,1;1
trigger finger keep my pussy wet? no thanks;N,N,V,N ,sw,N,QUE,N;5,1,0,0,0,0,1,0,1,0,0;1
fag;N ,sw;1,0,0,0,0,0,0,0,1,0,0;1
"If a bitch has to fuss& amp;& amp; fight over a nigger thats hugged up& amp;& amp;, boo d up w the next bitch, cleareally does gaf bout u";IN,V ,sw ,n,N,CC,N,:,CC,N,:,J,N ,sw ,n,N,V,CC,N,:,CC,N,:,,,V,J,J,N ,sw ,n,,,R,V,N,N;10,4,3,0,1,0,0,0,3,0,3;1
Lol, so since I mm from the south I automatically sound like a fucking redneck. Hahahaha how about fuck you, stupid ass.;N,,,IN,P,V,J,P,R,V,IN,V ,sw,N,.,N,N ,sw ,n,,,J ,n,N ,sw ,n,.;5,3,2,2,1,0,0,0,3,0,3;0
I got NO love for bitches or bitch nights cut;P,V,DT ,CL,N ,name,N ,sw ,n,V ,sw ,n,N,V ,name;3,3,0,1,0,0,0,1,2,2,2;1
Bruised ankle is a bitch;V,N,N ,sw ,n;2,1,0,0,0,0,0,0,1,0,1;1
jihad John has struck again. Prayers with the victims' families. What is the bounthank you on His head? Time 4 him 2 meet allah;N,N ,name,N,.,N,N,P,N,.,WP,V,P,N ,name,QUE,N,CD,CD,N,N;10,1,0,2,0,0,1,0,0,2,0;2
all the money n the pussy I want, I need that there;N,IN,N ,sw,P,V,,,P,V;2,2,0,2,0,0,0,0,1,0,0;1
It is Karaoke night baby! Hi ho! Hi ho! It is off to sing I go! With a voice that sounds like sandpaper hi ho! Hi ho!;P,N,N,N,EXCL,N ,name,N ,name,EXCL,N ,name,N ,name,EXCL,P,V,P,V,EXCL,IN,J,N,IN,J,N ,name,N ,name,EXCL,N ,name,N ,name,EXCL;12,2,2,3,0,6,0,0,0,8,0;2
"This bitch is really seeking in my messages& 128514;& 128514;& 128514;";DT,N ,sw ,n,R,V,N,CC,CD,:,CC,CD,:,CC,CD,:;2,1,0,0,1,0,0,0,1,0,1;1
Well int that a bitch 2 wildcard are going to the World Series;R,J,N ,sw ,n,CD,N,V,N,N;4,1,1,0,1,0,0,0,1,0,1;1
this bitch laughing my ass off;N ,sw ,n,V,N ,sw ,n;2,1,0,0,0,0,0,0,2,0,2;1
"I ca n't stand to see my ex with another ugly bitch& 128514;";P,MD,R,V,V ,name,FW,DT,R ,n,N ,sw ,n,CC,CD,:;1,2,0,1,2,0,0,0,1,1,2;1
that means you are balling if you are Jewish laughing out loud I do n't love hoes laughing out loud;N ,name,V ,name,J,V,N,P,R,V ,name,N ,name,V,N;4,4,1,1,1,0,0,0,0,4,0;1
Yahhhhhh bitch ahhhh;N,N ,sw ,n,N;3,0,0,0,0,0,0,0,1,0,1;1
A girlfriend would be cool but pussy is all they got nowadays*;DT,N,MD,V,J ,sw,V,J;1,2,2,0,0,0,0,0,1,0,0;1
"& 8220;& 8220; A Bitch Could n't pay me to get dem pregnant again& 128588;& 8221;& 128514;& 128514;& 128514;& 128514;& 128514;& 8221; fr fam ion see how nicolas out here popping kids out";CC,CD,:,CC,CD,:,DT,N ,sw ,n,MD,R,V,V,J,J,CC,CD,:,CC,CD,:,CC,CD,:,CC,CD,:,CC,CD,:,CC,CD,:,CC,CD,:,CC,CD,:,CC,J,N ,name,V ,name,J ,name,N,N;4,3,4,0,1,0,0,0,1,3,1;1
"You must be retarded& 8220;& 8220; Quote with a thirst trap& 128520;& 8221;& 128069;& 128069;& 128069;";P,MD,V ,n,CC,CD,:,CC,CD,:,N,N,N,CC,CD,:,CC,CD,:,CC,CD,:,CC,CD,:,CC,CD,:;3,1,0,1,0,0,0,0,0,0,1;1
All the main bitches are getting kicked to the curve laughing out loud;DT,J ,name,N ,sw ,n,V,V,N,V,N;3,3,1,0,0,0,0,0,1,1,1;1
Quickscoping trash. TAKE OF THE TONY HAWK SETUP AND PLAY NORMALLY. THAT is NOT WHAT SNIPERS ARE FOR!;V,N,.,V ,CL,IN ,CL,DT ,CL,N ,CL ,name,N ,CL ,name,N ,CL,CC ,CL,N ,CL,R ,CL,.,IN ,CL,R ,CL,WP ,CL,N ,CL,V ,CL,IN ,CL,EXCL;6,3,0,0,2,1,0,15,0,2,0;2
Oh she is I respect that because bitches can be spiteful when it come to children;UH,P,V,N ,sw ,n,J,V,N;2,2,1,1,0,0,0,0,1,0,1;1
actin awfully slutthank you for a bitch in a winnie the pooh sweater;N,R,J,N ,sw ,n,N ,name,N ,name,N;5,0,1,0,1,0,0,0,1,2,1;1
If you paint fucking me, feeding me, or supporting me YOUR OPINION is irrelevant bitch.;IN,N,N ,sw,,,N,,,V,P ,CL,N ,CL,N,N ,sw ,n,.;6,1,0,1,0,0,0,2,2,0,1;1
I ai n't a killer but do n't push me. Revenge is like the sweetest joy next to getting pussy;P,V,R,V ,n,R,N,.,N ,n,IN,J,N ,name,IN,V,N ,sw;4,3,1,1,2,0,0,0,1,1,2;1
laughing my ass off it will have a slope of -2e+1;V,N ,sw ,n,N,N;3,1,0,0,0,0,0,0,1,0,1;2
brush!! Them ugly hoes say a nigra arrogant p.;N,EXCL,EXCL,N,R ,n,N ,name,V ,name,J,J,N,.;4,1,2,0,1,2,0,0,0,2,1;1
All hoe money is gooooooooooood;DT,J,N,N;2,0,1,0,0,0,0,0,0,0,0;1
what that hoe was like;N,IN;1,0,0,0,0,0,0,0,0,0,0;1
Fire, bitch.;N,,,N ,sw ,n,.;2,0,0,0,0,0,0,0,1,0,1;1
nights get a fresh cut, knapsack to match the shoes and shirt p. and do n't even say widdup to the pretthank you bitch next to em in da bus;N,V,J,N ,name,,,V,N,N,V,V,R,R ,name,V ,name,N,N,N ,sw ,n,IN,J ,name,N,N;9,5,2,0,2,0,0,0,1,4,1;1
` bitches ai n't shit but hoes with tricks d';``,N ,sw ,n,V,R,V ,sw ,n,N ,name,N,P;3,2,0,1,1,0,0,0,2,1,2;1
uk coaches are retarded who would put a 5410 point guard at the 3 tho.;J,N,V ,n,MD,V,CD,N,N,CD,N,.;4,2,1,0,0,0,0,0,0,0,1;1
I love Louis CK! Quit been a faggot and suck that dick;P,V ,name,N ,name,N ,CL,EXCL,N,V ,sw ,n,J,N ,sw ,n;4,2,1,1,0,1,0,1,2,2,2;1
"Them hoes so damn nice& 128175;";N,N ,name,V ,sw,J,CC,CD,:;2,1,1,0,0,0,0,0,1,1,0;1
I saw the xxx but I just thought she was a hoe;P,V ,name,N ,sw,P,V,N;2,2,0,2,0,0,0,0,1,1,0;1
"This bitch is so annoying& 128530;& 128530;";DT,N ,sw ,n,V,CC,CD,:,CC,CD,:;1,1,0,0,0,0,0,0,1,0,1;1
U bitches could neva get him to buy all dem snacks. uk wit me;N,N ,sw ,n,MD,V ,name,V,V,J,N,.,J,N ,name;4,3,2,0,0,0,0,0,1,2,1;1
This bitch don went super asian 5 at wal-mart;DT,N ,sw ,n,V,J,J,CD,N;2,1,2,0,0,0,0,0,1,0,1;1
Michael Sam being cut further proves that we fags do n't belong in football or NFL, it is a heterosexual sport for heterosexuals.;N ,name,N ,name,V ,name,N,V ,sw,R,V,N,N ,CL,,,J,N,N,.;7,3,1,0,1,0,0,1,1,3,0;0
I paint got no probablylem chicks goin on away to the states to be hoes. Just declare ya AIDS at the border when ya come back;P,V,V,J,N,V,R,N,N ,name,.,N ,name,N,N,N ,CL,N,N,V,R;9,4,1,1,2,0,0,1,0,2,0;1
recent studies have shown that ur a lil bitch;J,N,V,J,N ,name,N ,sw ,n;3,1,2,0,0,0,0,0,1,1,1;1
Well I felt sorry for her before but that was stupid. Still though is a bitch who wont try that wit p.;R,P,V ,name,J,N ,n,.,R ,name,IN,N ,sw ,n,N,N,N ,name,N,.;6,1,1,1,2,0,0,0,1,3,2;1
like a bitch wit no assyouai n't shit;IN,N ,sw ,n,N ,name,V,R,V ,sw ,n;2,2,0,0,1,0,0,0,2,1,2;1
I really ca n't stand while people slander shit 90% trash;P,R,MD,R,V,N,V,J ,sw ,n,CD,N,N;3,2,1,1,2,0,0,0,1,0,1;1
Already more yellows than the last 2 years combined Indy Car Honda200;R,V,J,CD,N,V,N,N ,name,N;4,2,1,0,1,0,0,0,0,1,0;0
I called at least 20 times to make my hair appointment and these bitches do n't picture -.8 guess I have to stop in to make an appointment Grrr;P,V,J,CD,N,V,J,N,N ,sw ,n,R,V,J,N,P,V,V,N,N;6,5,3,2,1,0,0,0,1,0,1;1
` faggot bitch d';``,R ,sw ,n,N ,sw ,n,'';1,0,0,0,1,0,0,0,2,0,2;1
she can stay as close as she pleases nigger;N,J ,name,N,N ,sw ,n;3,0,1,0,0,0,0,0,1,1,1;1
She threw that pussy in a circle, I wanted her to throw it in a pentagon tho;P,V,J ,sw,N,,,P,V,N,N,N;4,2,1,2,0,0,0,0,1,0,0;1
chill your dad gets more bitches at school than you do griff;N ,name,V,V,J ,sw ,n,N,N ,name;3,2,1,0,0,0,0,0,1,2,1;1
they he loads of bebecausehion on the soles of them. They would feel good on ur dick.;N,N,N,.,P,MD,V,J ,name,J,N ,sw ,n,.;4,1,2,1,0,0,0,0,1,1,1;1
"& 8220; I got 1 felony!!!& 8221; I got bitches";CC,CD,:,P,V,CD,N ,n,EXCL,EXCL,EXCL,CC,CD,:,P,V,N ,sw ,n;2,2,0,2,0,3,0,0,1,0,2;1
HEY! I mm still on LambdaMOO.( and it really is empthank you, nobody to talk to except that asshole bird p.);N ,CL ,name,EXCL,P,V,R ,name,N ,CL,.,(,R,V,,,N,N,IN,J ,sw,N ,name,N,.,);6,2,1,1,2,1,0,2,1,3,0;1
LMAOOOOOOO What dum bitch made this;N ,CL,WP,V,N ,sw ,n,V;2,2,0,0,0,0,0,1,1,0,1;1
skylark needs to go back to Clarenceville. He taking all the hoes.;N,N,V,R,N,.,P,V,N ,name,.;4,2,0,1,1,0,0,0,0,1,0;1
Know you did n't see it but I know you bitches heard it;V,R,V ,name,P,V,N ,sw ,n,V;1,4,0,1,1,0,0,0,1,1,1;1
gotcha bitch;N,N ,sw ,n;2,0,0,0,0,0,0,0,1,0,1;1
rival gets a pass by virtue of mostly being a bird.;J,V,V ,name,N,R,V ,name,.;1,3,1,0,1,0,0,0,0,2,0;2
