User ID;Tweet ID;Text;Cyberbullying;Type;Form;Teasing
87483616;100976790876602368;http://t.co/XHtRPSc @planetjedward anti-bullying campaign;0;NA;NA;0
69469872;101528917592125440;#confiesoque sufro de bulling en mi escuela;0;NA;NA;0
94912172;104826899435491328;Follow-Up to ' Signs Your Child Might Be Getting Bullied' #moms #dads http://t.co/vsfXkHD #parenting #kids;0;NA;NA;0
191774742;106626680055013376;emosi tingkat dewa, parah. puasa2 adaa aja ya yg nge bully-_-;0;NA;NA;0
181463343;108042149437779970;"i SWEAR I HAVE THE SWEETEST BOO IN THE WORLD, WHEN WE NOT BULLYING ME &lt;3";1;self-disclosure;other;2
19300536;101393229194346496;"Rebecca Black deixa escola por bullying: 'Eles me imitavam com uma voz nasalada' ~&gt; NEM SEI POR ONDE COMEÇA A PIADA HAHHAHAHA";0;NA;NA;0
86270309;103158825590329344;I entered an AMZN 175/165 bull put spread for September. I am looking for 195 to go further long calls.;0;NA;NA;0
59330478;102150864604643328;orkut sofrendo um puta bullying do facebook, processa ele.;0;NA;NA;0
313424053;104028556509716480;@TrickyStewart Hey!(: We Are Beliebers!(: Can YouTell BIEBER To Tweet Us!(: My Friend Has Been Bullied And Needs Cheered Up!XD;1;self-disclosure;other;1
151995997;106123105822449664;@Lariissa_pavao VOCÊ FEZ BULLYING! KKKKKKKKKKKKKKKK;0;NA;NA;0
269095847;106302927731294208;"@tanjayabella hahahahaha.. Sem 1 gak ad emgnya?wkwk..pgen bully"" lo..wkwk";0;NA;NA;0
74992098;108467495408635904;Lucuuuu.. BeaTweet @Salvminerva: Kartun yg di MNC TV apa dah... Kocak amat kadal gurun di bully ama musang... :));0;NA;NA;0
196318040;102456954470932481;@NadiraGandhi rip wat r u threatenin me on tha web u bully;0;NA;NA;0
53057964;104390195901759488;@Nilton_Prensa @natygondiaz a mierd!!!!! jajajaja // jajajaja nos hacemos bullying mutuamente;0;NA;NA;0
274636968;104763342576562176;@YungPaidBlessed , He Used To Bully Yall In The Bathroom , Ll;1;accusation;other;1
10088582;106037183856648192;"É verdade isso??  ""@bentoherculano: Criança de 13 anos acaba de suicidar-se no Marista em Natal,vítima de bullying...";0;NA;NA;0
14136089;108966853661032448;I favorited a @YouTube video http://t.co/gwAHqri Bully Cat Stuffs Cat In Box;0;NA;NA;0
228305170;102513594234699776;@vivjones10 haha! They're actually pictures from an anti-bullying campaign, blessem;0;NA;NA;0
103101931;105988452310462464;Join Elise in one hour at her new time.  Todays topic #Cyberbullying vs #Bullying for kids on the spectrum #Autism #ASD  #tck;0;NA;NA;0
224619837;108160516131799040;@Mkaygreene is a bully;1;report;other;1
112493012;109032023129210880;aposto que vou sofrer bullying depois do meu próximo tweet;0;NA;NA;0
122826164;108149010929434624;cesser l'intimidation - stop bullying.;0;NA;NA;0
61734729;108549768187351041;i think teuk went to hit someone because someone was bullying donghae? then when they went back, manager-hyun… (cont) http://t.co/9OtXplM;0;NA;NA;0
270055397;101373421002305536;agora qualquer coisa é bullying respirar é bullying viver é bullying acordar é bullying falar a verdade é bullying;0;NA;NA;0
98596937;100075342470979584;Photoset: › “…he’s sensitive, people bully him, too, and he feels lonely and hasn’t got anybody to talk to,... http://tumblr.com/xxv3y1zfg7;0;NA;NA;0
17531739;100348064140754944;Documentary about bullying of gays showing at Newbury Park community forum Aug 19th http://bit.ly/qODBSo;0;NA;NA;0
165142562;105790821579751427;Não é bullying se eu bater na pessoa que não para de cantar a aula inteira, né @susana_rsb !? HAHAHAHA;0;NA;NA;0
20151008;105946088254619648;@Rannnny_x bully!;1;accusation;other;1
325103066;108322149097410560;@marcellaandion bullying! vdd! =P;0;NA;NA;0
110786708;108658709189754881;Also, wishing Nick would die from diabetes? THAT'S LOW. And then you claim to be against bullying.. Yeah right!;0;NA;NA;0
12834972;105992776746942464;http://t.co/XzO00sm Stand Up Day (stand up to bullying November 14);0;NA;NA;0
302116139;106800732031815680;"America;the bully.";0;NA;NA;0
89540428;107988354901090304;ê caramba n vao deixar a Jessie J cantar mesmo ? Af bullying;0;NA;NA;0
20518312;108958421558112256;I liked a @YouTube video http://t.co/JSrbRSp Bully Cat Stuffs Cat In Box;0;NA;NA;0
22076089;103053755540447232;My 6 yo son is being bullied. It's really hard to know what to do. I'm shocked that it happens this early, this young. #canofbullies;1;report;other;1
201245718;106027940524998656;#SleepnSync: Make sure that your child is being bullied and not just bothered in a non-recurring way. #Bullying http://ow.ly/6ajMN;0;NA;NA;0
53593788;102433486769627136;@thatcountenance @Lweiting she bully me :(;1;self-disclosure;other;1
90347854;104757138236256256;U all should whatch this video about bullying, and help take apart in ending it http://t.co/XVsagvI @bellathorne143;0;NA;NA;0
160762953;108734297799794688;[110830/TRANS] Strong Heart - Donghae Being Bullied - vampiremochi: Awwww… Teukie hyung~~~ poor nano ~~~... http://t.co/JIAjHWj;0;NA;NA;0
207145027;100124868628066304;@LordFIMM @bentleysbird @candida6 I unfollowed AvonSpurs a few days ago as believe he's  a cyber bully & a complete cock. I stand by it.;1;report;cyberbullying;1
217512290;101350546191028225;@bullysteria @HellsofHidden  Me encantó el video! Me encantó! Aaaaah! Ya les dije que me encantó!?!?! Una vez mas gracias Bully!;0;NA;NA;0
207773364;101658757964103680;@JusLick_Kay Quit Bullying Them;1;self-disclosure;other;1
327761248;103257266811187200;Then I thought he bullied me because he loved me, but he prooved I was wrong , one more time.;1;self-disclosure;other;1
89790939;104181309462683649;@jessiejofficial Whos Laughing Now Is A Great Song The Words Describe Me I Always Get Bullied @ Skool Just Like u Was Follow And Tweet Me? 1;1;self-disclosure;other;1
102100345;104767952636755968;bullying em otaku feliz é o mais divertido;0;NA;NA;0
39955613;108765071395655680;This year's bully target : the shah rukh khan wannabe, @DikFerr muahahaha http://t.co/oWwfWvy;0;NA;NA;0
22147602;100279498263638016;@Waterfalls_Mh bully;0;NA;NA;0
279702272;101490713405038592;@randvalentine seriously lol how ppl tryna bully there ?? Takin lunch money or what;0;NA;NA;0
283175818;104240118818291712;"@ryanbyrd @arkychicky maybe ""bullying"" is a better word than ""internet rape""?";0;NA;NA;0
81249556;104678160460820480;@izasrta então era mentira KKKKKKKKKKKKKKKKKKKK to cometendo bullying com a Aline nóiz é criminoso;0;NA;NA;0
94912172;107488254307205120;A common -MYTH- about #Bullying in schools-  ' It's just kids being kids' #education #moms #parents #dads;0;NA;NA;0
34280840;108391635246776322;@lifeofagreat1 gamestop bully;0;NA;NA;0
267609506;103004836852801536;[CL7] Who bully jjongie?!!! *angry* http://t.co/tZTFCbX;1;report;other;1
166190767;104310338081660928;""" Never be bullied into silence. Never allow yourself to be made a victim. Accept no one's definition of your life; define yourself.""";0;NA;NA;0
289438678;106551644153593856;@LuAlone_MyLife e a escola, os seus pais, eles não fazem nada? que merda, esse bullying deveria acabar de uma vez por todas;0;NA;NA;0
17234598;108540719953739776;Acertei o guarda-chuva na cabeça do @gabazito. Pratico bullying.;0;NA;NA;0
160143415;100328582508855296;#DeadpoolSays bullying is wrong, wait, scratch that... Bullying Is FUN!;0;NA;NA;0
284534124;106030123865739265;[EN] Conservative MP’s Family Falls Victim to Online Bullying: http://t.co/emqbRt0;0;NA;NA;0
48874545;108921730805923840;En mis tiempos no existía el 'bullying'. Se llamaba carrilla y todos la aguantaban!;0;NA;NA;0
220507804;101776234794590208;rebecca black has been bullied out of school but that's what you get when you make crap songs;1;self-disclosure;cyberbullying;1
213775109;102929080126685185;@FcSmiliebers vc sofres bullying;0;NA;NA;0
225467762;103294560259682304;Aff Amanha Tem Aula Com O Boneco Do Bully De Play  :S;0;NA;NA;0
117775282;104764231760621568;Sok suci, playing God, sok jago policy development, sok tajir, Bully!! #hukumtwit;0;NA;NA;0
180813638;108493220312383488;@kieran_yates I know - so cute. Love the way he spinelessly dives in to being a bully to win the girl!;0;NA;NA;0
30806764;103526497096187904;@aliendeallstar @gugou complô, agora? bullying?;0;NA;NA;0
46999928;104948590958493696;@SaidCM jaja, yo solamente soy testigo del bulling.;0;NA;NA;0
93410354;106155330051903489;É pedir pra sofrer bullying;0;NA;NA;0
136084672;108327402979065856;@cinthiacds aposto que tropeçou no seu calcanhar(caida clássica)e que diabos um banco faz no meio do banheiro?!Isso é Bullying D: D:;0;NA;NA;0
80415660;103429674721476608;Children with severe #foodallergy bullied - story in the Mail - http://t.co/q3kijVj;0;NA;NA;0
215406415;106472601286742016;Le dan color con los tuiteros que almorzaron con Piñera.Tanto bullying,si hubieran sido ustedes los invitados habrían ido igual. #Esonomás.;0;NA;NA;0
7233652;104719599265783809;In the saga of the bullies: no, I won't allow your kid to bully mine in the grocery store while you watch. #mamabear;1;self-disclosure;other;1
69114202;105740633897050112;De Gea needs to eat some pies, gonna get bullied on crosses and corners;0;NA;NA;0
326990654;107987147990106112;Kids' bullying is an ADULT problem.  Learn more about the role adults play in Bullying Epidemic: Not Just Child's Play. Coming Sept 2011.;0;NA;NA;0
59239389;108686132635648001;@carolcosta58  zoando da minha tristeza, aaaaaaaaaaaaa, para de pratica bullying!!!;0;NA;NA;0
182187424;103926466609295361;"""Seu merda"" - ""Isso é bullying"" - ""Só se for com a merda"". http://t.co/D01pV9o";0;NA;NA;0
304056538;106891532019306496;ée vo sar aqi, deixar o bully baixando..;0;NA;NA;0
146656254;106119712626327552;@NathyHartzle, cara isso é bulling, e eu nem estou desdentada, sua vadia vendida u.u;0;NA;NA;0
73545301;100140283836104704;di bully ini.sama ka syalfa...;0;NA;NA;0
138503909;101335166525513728;i wish the whole bulling-everything-that-breathes fad would go out tho #realtalk;0;NA;NA;0
275037031;102067466276044800;One day, our OCs get bullied at school. What's their reaction? @sasunarukawaii @uchimouchi @Algarich @HarunoMizuhime @michiryan;0;NA;NA;0
57778752;106025454883971072;@DantasRodolfo  to sofrendo um bullying agora que é o do meu amigo não me ligar mais e nem me chamar pra canto nenhum sabe? :/;0;NA;NA;0
149664572;108513703422468096;#Denunciar_é_combater!Lute contra bullying,violência,assédio e abuso sexual Infanto-juvenil. #quebreosilêncio;0;NA;NA;0
297529823;108636558881599489;The 64 was the school bully with its crude graceless blocky graphics, the Speccy the beautiful underdog with its charming colour clash.;0;NA;NA;0
348971776;108417769673981952;What is this I hear about cyber-bullying. #GrammarNAZIs, tell your leader Alphabet Hitler that his days of #evildoing are numbered!!!;0;NA;NA;0
279188342;103969264553299969;"This sat Club Gravity! 'Bedroom Bully' Music by Hot 97 & Power 105.1 Everyone free before 12  http://t.co/vw1RueY ;..";0;NA;NA;0
301155538;101384670347931648;Today was waaay better but got bullied by my lockers but no big deal....;1;self-disclosure;other;1
195446536;105689722332004352;@LysaTerKeurst Whoa! this is the deepest truth of all - DON'T BE YOUR OWN BULLY! Truth will silence toxic thoughts & words!;0;NA;NA;0
18627452;108125147986276352;@HilzFuld i disagree again- naked women is not a form of protest against bullying, its cheap.;0;NA;NA;0
226218665;101005489915166722;@Richdolarz keep comin at @AYEVERB  so he can get some views i hate a nigga dat try to get on dat bully shit to make they self look good;0;NA;NA;0
153284292;101008486179160064;@dannysuarez20 awwww bully... don't let that bring you down!:/;0;NA;NA;0
53960019;100659773472653312;o novo clipe da Jessie J, Who's Laughing Now, será o #4 single do Who You Are, como música é sobre Bulling, o clip http://twitpic.com/633ekt;0;NA;NA;0
141075053;103298006077538305;@tearsellingboy im sorry will u stop bullying me now im having a heart attack!;1;self-disclosure;other;1
37868690;106238594515079169;Lls im out she aint rockin thats wat im talkin bout bully;0;NA;NA;0
53460469;107184248636702721;Filme sobre bullying produzido por alunos da Etec de Guarujá estreou hoje http://t.co/MnJfEfU;0;NA;NA;0
56054309;108494744417611776;The Article Bully Domination System – Grab Your Copy TODAY! http://t.co/AbvR1OE;0;NA;NA;0
335263710;107759010534531072;@vickafarahdiba Tul bgt,mb..Say NO to Bullying;0;NA;NA;0
118959423;101301835607977985;She scratches and claws me when clearly there's a guy next to her that's easy to bully -__-;0;NA;NA;0
104360733;104182282394402816;@pradoilha se vir pro cfv,vai voltar a sofrer bullying.;0;NA;NA;0
106792949;107762666738683904;@pete_zar that wasn't bullies that was a random attack :L and lol, you, bully me? don't even pretend you do :L;1;denial;other;1
35069027;108019090748215296;Tão fazendo bullying com a Katy E com o Lil Wayne? Amigo, quer confusão comigo é só pedir! hehe;0;NA;NA;0
91012437;102531310492450816;vo me meter mais nessa brincadeira de criança não, agora isso sim é BULLYING, ESTOU INDIGNADA com esse povo da terceira e segunda cia;0;NA;NA;0
72675900;103301172403769344;@lucciiernaga7 si, jajajajajajja plan macabro jajajajajja y le hariamos bullying @MonicaLuck;0;NA;NA;0
104721830;105450066923364352;Todo mundo sofreu bullying, tem homem grávido, teve gente que foi abusada sexualmente, gente que ressuscitou... http://t.co/nR86lZS;0;NA;NA;0
20109343;103881668535914497;@JeffersonObama The Bully on the Pulpit.  #ChrisChristiePresidentialTourBusName #p2;0;NA;NA;0
44717685;104563970593128449;Estamos preparando nossa aula de Bullying com a super orientação da #BarbaraNogueira #stopbullying;0;NA;NA;0
320924627;108404942355697664;Just Saw A Video On YouTube About A Little Boy Bullying A Big Ass Boy . Personally I Think EveryBody Story Is BS . I Wanna No What Happened;0;NA;NA;0
15501305;101379514747199488;'Friday' Singer Rebecca Black to Be Homeschooled After Verbal Bullying - FoxNews.com: http://goo.gl/k0QGS #rebeccablack #homeschool;0;NA;NA;0
67419964;106835040582909952;Me siento mal trolleando a la gente, me recuerda cuando me hacían bullying en la escuela y lloraba.;0;NA;NA;0
31554641;107973526174179328;I guess when their backs are up against the wall J&J show their true colors. Jeff=Bully Jordan=Spoiled Brat #CBSBigBrother #sad;1;report;other;1
152863569;103635397262835715;@alecintra_ Vai dormir pensa em todo Bullying que vc cometei. kkkkkkkkkkkkkkkkkkkkkkkkk;0;NA;NA;0
29421304;106751303014813696;"@SofwaTunissa oh kamu juga pernah sof di ""bully"" gara2 #matematika";0;NA;NA;0
121561685;103651943448186880;played Bully: Scholarship Edition (360) in the last 24 hours. http://t.co/idp64dt;0;NA;NA;0
148416317;102743711582142464;@RodrigoToller_ @20matarcom1tiro se ele colocou minha ft no twitpic me autorizou a cometer bullying Lei nº 930138978947324;0;NA;NA;0
243757244;104993775570526208;Dou um empurrão em uma pessoa, isso se chama : - › EU : empurrão. › › SOCIEDADE : bullying ! http://t.co/q3SF2JZ;0;NA;NA;0
332468881;105493987443474432;@TacyBarbosa1  TO SOFRENDO BULLYING KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK;0;NA;NA;0
149347575;105781984458055680;Não é bullying se eu jogar um tijolo na sua cara e fingir que estava brincando de pedreiro. http://t.co/LVpwAio;0;NA;NA;0
124852884;107083900584603648;@KabThaDon bro i listen to numbers every morning real bully issh;0;NA;NA;0
98761350;104000335592439808;"mamá; callate vo' mierda   yo; chucha :|      ajdhsajfhsaf mi mamá me hace bulling kajdks XDDD &lt;3";0;NA;NA;0
55269438;105783422085103616;Frio é bullying contra os solteiros. http://t.co/HsFux9R;0;NA;NA;0
323321322;102549173668294656;@PaytonRaeMusic i love your stomp out bullying video! very inspirational(: i think i will enter...♥ http://t.co/C6NqqwC);0;NA;NA;0
163144222;103111053377929216;"@ChronIcVamPz I actually got bullied myself as well and tbh I don't really wanna talk about it &gt;.&lt;";1;self-disclosure;other;1
161882495;104335487988269056;#WorstThingInTheWorld bullying.;0;NA;NA;0
281817133;106778495681708032;@nolan_aurelia he's a dick to the bully lmaoo that's great, there's on when the dude gets ko'd;0;NA;NA;0
306001774;102630777363234816;@AHankeyPankey name calling isnt nice and it's bullying too #stupid lol;0;NA;NA;0
43580078;106868048434176000;@lari_brabo @dann_mainzer acho que essa padronização de celulares é bullying contra o meu, já bastava o da escola agora até de celular --';0;NA;NA;0
192587175;107212700664348673;Cyber bullying and sexting a growing trend among teens: Students across the county are back in school this week,... http://t.co/L5u4q6W;0;NA;NA;0
172149255;105124970711105539;@DemiSelenaArmy @TheDLNation @mrDdlovato I was never really bullied by other kids, but I had to deal with simi… (cont) http://t.co/ump5IpO;0;NA;NA;0
177387142;101469251923230721;não é bullying quando é com a professora de matemática.;0;NA;NA;0
212357588;101841358007971840;@nicollezinha1 @Anniiinhah_ a nicol sofreu bullying kkkkkkkkkk;0;NA;NA;0
214028745;106148149600600064;Não é bullying se eu te quebrar inteira e dizer que estava brincando de jogos mortais. http://t.co/LUAfBdH;0;NA;NA;0
75077357;109103477866762240;Un poco de bullying en la odontoma;0;NA;NA;0
97068125;108828051491651584;Victim response may be key to curb bullying, study says http://t.co/xp2HSme;0;NA;NA;0
246685999;102152636203151360;@DNas shyt iono.. i got hella shyt.. esp rockstar.. off the top of my head, the gta's..bully..re4..PrinceOfPersias..TwistedMetalBlack..etc;0;NA;NA;0
214507236;101654583021023233;Yeah, that should put an end to the bullying - I know it’s Thursday, Thursday, but I gotta post this on... http://tumblr.com/xbr4164lxe;0;NA;NA;0
60352762;101456647330865152;Meninos do Tumblr são assim: - › Meninas do Tumblr são assim: › › E eu, sou assim: › › Isso é bullying. http://tumblr.com/xkc40tq1x3;0;NA;NA;0
309374000;101499780613685249;"@Tori_1098 @vincastronovo @dapitbull63 @austinmahone lmfao ur crying bc u died. SO SELFISH!!! lol jk jk ;P";0;NA;NA;0
63125455;108213945730482176;@catherinebray STOP BULLYING YOUR MUM ABOUT HER GUMS;1;self-disclosure;other;1
113866343;106039023943942144;Bullying is my ability. But, gotta hide that from my new school;1;self-disclosure;other;1
210841544;106085303063810048;Bullying Victims See Lower GPAs, Particularly High Achieving Blacks and Latinos, Study Shows http://t.co/WEa5ieQ;0;NA;NA;0
248952808;108638723868069889;That wass my babee / BULLY ! ( :;0;NA;NA;0
312811873;109022869564043264;#ThingsWeNeedToChange Bullying between teenagers! Definitely is what I think we need to change;0;NA;NA;0
328722660;101010060557299712;@CassJoann Hahahah xD Me haces bullying;0;NA;NA;0
59044624;103510524691623938;This little boy bulling his baby brother ,;1;report;other;1
190932901;100676606984597504;@TedCollins83 No...just bully pits. From what I remember the Johnson Line are good Am Bulldog. If u just want a pet id try a rescue.;0;NA;NA;0
158557580;101419201343926272;faz cara de colírio já to praticando bullying e vocês?;0;NA;NA;0
262914441;104741285600047104;#FF THIS PERSON WAS BULLIED BY JESSICA AND THOSE WHO DON'T LIKE OR TALK TO JESSICA SHOULD FOLLOW THIS TWITTER OK. - @jessicahate;1;self-disclosure;other;1
129026005;106403359669497856;Não é bullying se eu te quebrar inteiro e dizer que estava brincando de jogos mortais. http://t.co/iq3UheW;0;NA;NA;0
100990234;100267985662509057;To sofrendo bullying vendo as fotos desse povo infinitamente mais bonito que eu. http://tumblr.com/xbn3ycgc4f;0;NA;NA;0
101938638;105766860124983297;Hoje dei como tema para um debate 'bullying' uma galera: 'UUUUU', bullying deve ser debatido dia&noite.;0;NA;NA;0
315873987;107012147111927808;Senhor Pena sofria bullying no galinheiro e, agora, vive sua vingança em restaurante;0;NA;NA;0
322301883;101490272122314752;@Tyler_Tyty *bullied;0;NA;NA;0
319804978;102047801571147776;hg a @MayaraClemente_ sofreu bulling na sala de aula! UHASDHUASUHDASUDUASDUH se sabe q eu te amo né jumenta? *-*;0;NA;NA;0
58294162;102565631676780544;"@Hugocarrascoo jajaja yo no hago bullying, soy buena! ;) y sii soy muy enamoradiza! x'D";0;NA;NA;0
60386562;106132504364322816;@HuffingtonPost being black and being bullied in America is nothing new to the majority of black people #dontfetit;1;report;other;1
359672504;107960533910691841;@quinhodelarosa Amor eu to sofrendo bulling na escola sabia ?;0;NA;NA;0
56124649;105805707600863232;Dou um empurrão em uma pessoa, isso se chama : - › EU : empurrão. › › SOCIEDADE : bullying ! http://t.co/zmQzdO5;0;NA;NA;0
236866301;103152108387303424;@HPotterAlways Eu me cadastrei no 2º eu tinha aula, e acordei 4h30 da manhã OK´QWOKS. Mas eu sofro bullying aqui e não recebi o e-mail ):;0;NA;NA;0
59820085;108163965749698560;Quelling a bully screed... Educating voters... Helping shed some blue light in a red state... Best Sunday in a long time.;0;NA;NA;0
195969857;104343923446648833;@mtvnews Do you have any advice for a girl who gets bullied a lot at school??? How do you stay so confident?? #MTVGaga;0;NA;NA;0
100086004;108703628696616960;@mariiacaca @pedro_Sn @juuh_gonzales ISSO É BULLYING;0;NA;NA;0
19431976;108950295761002496;"""Never be bullied into silence. Never allow yourself to be made a victim. Accept no one’s definition of..."" http://t.co/HFVW8Mv";0;NA;NA;0
351209780;104619665032085504;i want to be a cyber-bully, which of you losers is going to tell me how to go about it, please.;0;NA;NA;0
322917463;108361100478775296;My friends are some bullies btw lolx they get a kick out of bullying smh #randomthought;1;report;other;1
21774456;102200003287715841;Being bullied into admitting someone's cute, never thought that would happen :|;1;self-disclosure;other;2
197154206;108332493530333184;Fresno Bully Rescue. CA. Be sure to check out our website to see all the latest adoptable dogs at our shelter... http://t.co/35uSGwB;0;NA;NA;0
38228165;103097898278993920;@J2ocean all you do is bully me :(;1;self-disclosure;other;1
